73076.0	1215437319.0
55893210.0	1215581018.0
17462.0	1215586967.0
3097201.0	1215588681.0
6608228.0	1215593734.0
55949084.0	1215593992.0
55964981.0	1215594708.0
56000747.0	1215603421.0
3499900.0	1215606413.0
2025527.0	1215610802.0
55783919.0	1215621246.0
4808114.0	1215650073.0
5249530.0	1215669448.0
54481956.0	1215720827.0
73086.0	1215746227.0
22940249.0	1215908088.0
10220404.0	1215964939.0
9421859.0	1215989674.0
45513785.0	1216163523.0
9267516.0	1216293285.0
789749.0	1216357532.0
547213.0	1216379777.0
51897717.0	1216537667.0
56024867.0	1216839925.0
3502666.0	1216855813.0
29287064.0	1216875968.0
54292616.0	1217190662.0
3930933.0	1217212605.0
8158671.0	1217482036.0
12851053.0	1217555000.0
12344635.0	1218019885.0
11159511.0	1218041165.0
54146500.0	1218650200.0
5189142.0	1218903905.0
28590410.0	1221272319.0
48055277.0	1221328041.0
49682216.0	1221328575.0
10521396.0	1221347690.0
13125320.0	1221520379.0
27227894.0	1221730053.0
55730993.0	1226579368.0
4802082.0	1228875678.0
52822510.0	1228926005.0
55799320.0	1229553348.0
7081036.0	1229837519.0
22625354.0	1230044295.0
17244878.0	1230591121.0
17947257.0	1230623607.0
2030898.0	1230676908.0
3490092.0	1230811199.0
55793650.0	1230816747.0
17330440.0	1231056216.0
16094222.0	1231888842.0
11737564.0	1231973956.0
3725552.0	1232004393.0
24459911.0	1232617323.0
11266529.0	1232716154.0
6328537.0	1232910302.0
17754595.0	1232962010.0
5178099.0	1233117707.0
55760924.0	1233389406.0
55474752.0	1233564495.0
1038664.0	1233741817.0
55626294.0	1234137187.0
11450587.0	1234233425.0
11450587.0	1234233812.0
9908231.0	1234637846.0
7896312.0	1234773506.0
23869864.0	1234926454.0
9934975.0	1235043029.0
3939589.0	1235736734.0
24579696.0	1235838089.0
11508224.0	1235840150.0
1241020.0	1235844205.0
21219888.0	1236040964.0
14219100.0	1236648755.0
4801824.0	1236837155.0
27184399.0	1236837826.0
52100353.0	1236841378.0
28762981.0	1236868949.0
9129981.0	1236907664.0
9129981.0	1236908177.0
25885962.0	1237787067.0
16911217.0	1237958553.0
17007722.0	1238147907.0
24497978.0	1238397624.0
10407167.0	1238698547.0
52729918.0	1238750499.0
20149360.0	1238940954.0
4281454.0	1238950879.0
34460804.0	1238959824.0
55944109.0	1239044293.0
10242012.0	1239402289.0
6455503.0	1239477359.0
16760158.0	1239723890.0
56005120.0	1239896795.0
4857768.0	1240573684.0
38296734.0	1241163311.0
24987433.0	1241497794.0
18541688.0	1241527998.0
14742724.0	1241603249.0
14325751.0	1241770472.0
7081036.0	1241774164.0
22691801.0	1241982876.0
33604112.0	1242001869.0
24393775.0	1242013714.0
31022672.0	1242026266.0
457009.0	1242166251.0
35355651.0	1242224102.0
39386266.0	1242251523.0
38728380.0	1242396293.0
38728380.0	1242408630.0
39054129.0	1242517176.0
6108689.0	1242615422.0
33485423.0	1242615423.0
29764480.0	1242666225.0
45030768.0	1243136300.0
55889889.0	1243216758.0
32522409.0	1243352499.0
38493920.0	1243356073.0
16963139.0	1243931757.0
4020454.0	1244029755.0
30524984.0	1244118683.0
8204459.0	1244188197.0
14328022.0	1244197949.0
14328022.0	1244198146.0
73177.0	1244257017.0
4920545.0	1244284146.0
4920545.0	1244284176.0
5960687.0	1244541960.0
988734.0	1244560028.0
18756857.0	1244575542.0
11222855.0	1244686392.0
24148672.0	1244687396.0
46134943.0	1244866015.0
5960687.0	1244890225.0
41318755.0	1244917017.0
38264277.0	1244934886.0
32228764.0	1244957656.0
55878956.0	1244996218.0
18395357.0	1244996363.0
20538412.0	1244996558.0
30977749.0	1245124235.0
52138177.0	1245165067.0
39723181.0	1245257261.0
43205016.0	1245309555.0
39703509.0	1245312256.0
15316254.0	1245321749.0
56015899.0	1245401461.0
30317543.0	1245401706.0
45212829.0	1245449165.0
42692927.0	1245494503.0
48359679.0	1245726105.0
55975051.0	1245798683.0
45737706.0	1245934966.0
42534835.0	1246041898.0
55680576.0	1246105198.0
28512746.0	1246189482.0
25135612.0	1246269006.0
46773891.0	1246422787.0
26038131.0	1246428061.0
55710602.0	1246461605.0
39363481.0	1246467932.0
42740965.0	1246487628.0
42740965.0	1246494474.0
55671256.0	1246550930.0
46486910.0	1246593717.0
20402382.0	1246608361.0
41110572.0	1246659041.0
43024750.0	1246659363.0
22834746.0	1246682036.0
30974358.0	1246691924.0
30264712.0	1246705633.0
11480322.0	1246720560.0
28895204.0	1246736648.0
20895631.0	1246744968.0
45679815.0	1246745150.0
49339190.0	1246775515.0
73221.0	1246808460.0
17287399.0	1246825918.0
45091961.0	1246831201.0
20539836.0	1246893834.0
45942232.0	1246899159.0
43523219.0	1247007152.0
40245095.0	1247042782.0
51034259.0	1247165558.0
48273270.0	1247248070.0
25354165.0	1247308846.0
45443747.0	1247315419.0
10691999.0	1247581302.0
38729663.0	1247679537.0
48332685.0	1247819682.0
33004110.0	1248177168.0
34359253.0	1248207213.0
40246783.0	1248209807.0
28708846.0	1248284027.0
43509761.0	1248315269.0
33850771.0	1248331885.0
27896836.0	1248352236.0
56013430.0	1248401502.0
22981131.0	1248522345.0
21561027.0	1248522483.0
9129981.0	1248752797.0
10657330.0	1248831723.0
17165256.0	1248853623.0
30298624.0	1248931554.0
50116561.0	1249130092.0
33840346.0	1249197133.0
31772163.0	1249376375.0
36135726.0	1249479737.0
50439606.0	1249522943.0
73250.0	1249622591.0
43531868.0	1249806942.0
7166271.0	1249833336.0
52544347.0	1249875626.0
53838056.0	1250002346.0
45888554.0	1250218691.0
27551451.0	1250233021.0
42092870.0	1250510502.0
53482387.0	1250865408.0
47467025.0	1251281514.0
55583808.0	1253430218.0
